,text_title,event_id,start_page_event,page_event_number,text_place_title,character_id,family_name,given_name,page_first_mentioned,number,religion,relig_att_char,country_of_birth,place_name,location_religion,relig_att_loc,geolocation,location_name,location_country,author_birth_location,country_of_birth_author,text_place_id,location_id,author_id,author_birth_place_id,full_name,event_order,initial_country,final_country,initial_place,final_place,has_changed,has_immigrated
172,Pinjar,525,36,3,Rashida's home in Pinjar,445.0,Shaikh,Javed,21.0,Single,Muslim,,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Shaikh Javed,36.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Sakar Village: Rashid's Home,False,False
173,Pinjar,525,36,3,Rashida's home in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Shaikh Rashida,36.03,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
174,Pinjar,525,36,3,Rashida's home in Pinjar,519.0,Unknown,mad-woman's child,35.0,Single,Unknown,,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Unknown mad-woman's child,36.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Rattoval Village,False,False
176,Pinjar,530,40,1,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Sahukars Pooro,40.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
177,Pinjar,530,40,1,Rashida's home in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Shaikh Rashida,40.01,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
178,Pinjar,530,40,1,Rashida's home in Pinjar,519.0,Unknown,mad-woman's child,35.0,Single,Unknown,,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Unknown mad-woman's child,40.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Rattoval Village,False,False
179,Pinjar,530,40,1,Rashida's home in Pinjar,527.0,Unkown,Hindus of Sakkar,37.0,Faction,Hindu,,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Unkown Hindus of Sakkar,40.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Sakar Village: Rashid's Home,False,False
186,Pinjar,536,42,1,Rashida's home in Pinjar,537.0,Unknown,water-carrier's woman,38.0,Group.Female-dominant,Hindu,Definitional,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Unknown water-carrier's woman,42.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Sakar Village: Rashid's Home,False,False
187,Pinjar,536,42,1,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Sahukars Pooro,42.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
188,Pinjar,536,42,1,Rashida's home in Pinjar,527.0,Unkown,Hindus of Sakkar,37.0,Faction,Hindu,,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Unkown Hindus of Sakkar,42.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Sakar Village: Rashid's Home,False,False
189,Pinjar,536,42,1,Rashida's home in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Shaikh Rashida,42.01,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
190,Pinjar,536,42,1,Rashida's home in Pinjar,519.0,Unknown,mad-woman's child,35.0,Single,Unknown,,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Unknown mad-woman's child,42.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Rattoval Village,False,False
191,Pinjar,538,42,2,Rashida's home in Pinjar,537.0,Unknown,water-carrier's woman,38.0,Group.Female-dominant,Hindu,Definitional,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Unknown water-carrier's woman,42.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Sakar Village: Rashid's Home,False,False
192,Pinjar,538,42,2,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Sahukars Pooro,42.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
195,Pinjar,541,43,2,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Sahukars Pooro,43.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
196,Pinjar,542,44,1,Rashida's home in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Shaikh Rashida,44.01,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
197,Pinjar,542,44,1,Rashida's home in Pinjar,543.0,Unknown,Three men,44.0,Group.Male-dominant,Hindu,Definitional,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Unknown Three men,44.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Sakar Village: Rashid's Home,False,False
198,Pinjar,544,45,1,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Sahukars Pooro,45.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
199,Pinjar,544,45,1,Rashida's home in Pinjar,540.0,Unknown,villages,43.0,Group,Unknown,Speculation,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114.0,35,36,Unknown villages,45.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Sakar Village: Rashid's Home,False,False
216,Pinjar,554,47,1,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Sahukars Pooro,47.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
217,Pinjar,560,48,1,Rattoval in Pinjar,561.0,Unknown,Holy One,45.0,Single,Unknown,Speculation,,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Unknown Holy One,48.01,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
218,Pinjar,560,48,1,Rattoval in Pinjar,551.0,Unknown,Old Servant of Rahima,46.0,Single,Unknown,Speculation,,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Unknown Old Servant of Rahima,48.01,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
219,Pinjar,560,48,1,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Sahukars Pooro,48.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
220,Pinjar,560,48,1,Rattoval in Pinjar,366.0,Unknown,Rahima's Mother,20.0,Single,Muslim,Speculation,,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Unknown Rahima's Mother,48.01,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
221,Pinjar,562,48,2,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Sahukars Pooro,48.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
222,Pinjar,562,48,2,Rattoval in Pinjar,551.0,Unknown,Old Servant of Rahima,46.0,Single,Unknown,Speculation,,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Unknown Old Servant of Rahima,48.02,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
223,Pinjar,562,48,2,Rattoval in Pinjar,366.0,Unknown,Rahima's Mother,20.0,Single,Muslim,Speculation,,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Unknown Rahima's Mother,48.02,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
224,Pinjar,562,48,2,Rattoval in Pinjar,519.0,Unknown,mad-woman's child,35.0,Single,Unknown,,,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Unknown mad-woman's child,48.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Rattoval Village,False,False
225,Pinjar,563,49,1,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Sahukars Pooro,49.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
226,Pinjar,563,49,1,Rattoval in Pinjar,366.0,Unknown,Rahima's Mother,20.0,Single,Muslim,Speculation,,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Unknown Rahima's Mother,49.01,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
227,Pinjar,563,49,1,Rattoval in Pinjar,519.0,Unknown,mad-woman's child,35.0,Single,Unknown,,,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Unknown mad-woman's child,49.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Rattoval Village,False,False
228,Pinjar,564,49,2,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Sahukars Pooro,49.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
229,Pinjar,564,49,2,Rattoval in Pinjar,282.0,Chand,Ram,2.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Chand Ram,49.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Rattoval Village,False,False
230,Pinjar,565,49,3,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Sahukars Pooro,49.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
231,Pinjar,565,49,3,Rattoval in Pinjar,282.0,Chand,Ram,2.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Chand Ram,49.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Rattoval Village,False,False
232,Pinjar,611,50,1,Rattoval in Pinjar,551.0,Unknown,Old Servant of Rahima,46.0,Single,Unknown,Speculation,,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Unknown Old Servant of Rahima,50.01,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
233,Pinjar,621,50,2,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Sahukars Pooro,50.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
234,Pinjar,627,50,3,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Sahukars Pooro,50.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
235,Pinjar,631,50,4,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Sahukars Pooro,50.04,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
236,Pinjar,631,50,4,Rattoval in Pinjar,282.0,Chand,Ram,2.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Chand Ram,50.04,Pakistan,Pakistan,Sakar Village: Rashid's Home,Rattoval Village,False,False
237,Pinjar,634,50,5,Rattoval in Pinjar,282.0,Chand,Ram,2.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Chand Ram,50.05,Pakistan,Pakistan,Sakar Village: Rashid's Home,Rattoval Village,False,False
238,Pinjar,634,50,5,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Sahukars Pooro,50.05,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
239,Pinjar,636,50,6,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Sahukars Pooro,50.06,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
240,Pinjar,636,50,6,Rattoval in Pinjar,282.0,Chand,Ram,2.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281.0,35,36,Chand Ram,50.06,Pakistan,Pakistan,Sakar Village: Rashid's Home,Rattoval Village,False,False
246,Tamas,845,76,4,Congress Committee Office in Tamas,628.0,Congress Committee Member (part of singing group),The General,18.0,Single,Sikh,,,Congress Committee Office,Unknown,,CREATED,Bara Bazaar,India,Rawalpindi,Pakistan,612,2580.0,32,33,Congress Committee Member (part of singing group) The General,76.04,India,India,Bara Bazaar,Bara Bazaar,False,False
264,Tamas,972,35,1,Imam Din Mohalla in Tamas,816.0,The singing group,Unknown,35.0,Group,Unknown,,,Imam Din Mohalla,Muslim,Speculation,CREATED,Imam Din Gali,India,Rawalpindi,Pakistan,817,879.0,32,33,The singing group Unknown,35.01,India,India,Imam Din Gali,Masjid Sherwanikot,False,False
265,Tamas,973,35,2,Imam Din Mohalla in Tamas,816.0,The singing group,Unknown,35.0,Group,Unknown,,,Imam Din Mohalla,Muslim,Speculation,CREATED,Imam Din Gali,India,Rawalpindi,Pakistan,817,879.0,32,33,The singing group Unknown,35.02,India,India,Imam Din Gali,Masjid Sherwanikot,False,False
266,Tamas,973,35,2,Imam Din Mohalla in Tamas,974.0,Group of children in the mohalla,Imam Din Mohalla children,35.0,Group,Unknown,,,Imam Din Mohalla,Muslim,Speculation,CREATED,Imam Din Gali,India,Rawalpindi,Pakistan,817,879.0,32,33,Group of children in the mohalla Imam Din Mohalla children,35.02,India,India,Imam Din Gali,Imam Din Gali,False,False
267,Tamas,975,36,1,Imam Din Mohalla in Tamas,816.0,The singing group,Unknown,35.0,Group,Unknown,,,Imam Din Mohalla,Muslim,Speculation,CREATED,Imam Din Gali,India,Rawalpindi,Pakistan,817,879.0,32,33,The singing group Unknown,36.01,India,India,Imam Din Gali,Masjid Sherwanikot,False,False
268,Tamas,976,36,2,Imam Din Mohalla in Tamas,816.0,The singing group,Unknown,35.0,Group,Unknown,,,Imam Din Mohalla,Muslim,Speculation,CREATED,Imam Din Gali,India,Rawalpindi,Pakistan,817,879.0,32,33,The singing group Unknown,36.02,India,India,Imam Din Gali,Masjid Sherwanikot,False,False
269,Tamas,977,37,1,Imam Din Mohalla in Tamas,816.0,The singing group,Unknown,35.0,Group,Unknown,,,Imam Din Mohalla,Muslim,Speculation,CREATED,Imam Din Gali,India,Rawalpindi,Pakistan,817,879.0,32,33,The singing group Unknown,37.01,India,India,Imam Din Gali,Masjid Sherwanikot,False,False
270,Tamas,979,37,2,Imam Din Mohalla in Tamas,821.0,Part of singing group,Shankar,35.0,Single,Hindu,Speculation,,Imam Din Mohalla,Muslim,Speculation,CREATED,Imam Din Gali,India,Rawalpindi,Pakistan,817,879.0,32,33,Part of singing group Shankar,37.02,India,India,Imam Din Gali,Imam Din Gali,False,False
271,Tamas,979,37,2,Imam Din Mohalla in Tamas,820.0,Congress Committee Member (part of singing group),Bakshi,35.0,Single,Hindu,Speculation,,Imam Din Mohalla,Muslim,Speculation,CREATED,Imam Din Gali,India,Rawalpindi,Pakistan,817,879.0,32,33,Congress Committee Member (part of singing group) Bakshi,37.02,India,India,Imam Din Gali,Masjid Sherwanikot,False,False
272,Tamas,981,37,3,Imam Din Mohalla in Tamas,983.0,Man who ran from Committee Park,Man with black waistcoat,37.0,Single,Unknown,,,Imam Din Mohalla,Muslim,Speculation,CREATED,Imam Din Gali,India,Rawalpindi,Pakistan,817,879.0,32,33,Man who ran from Committee Park Man with black waistcoat,37.03,India,India,Imam Din Gali,Imam Din Gali,False,False
273,Tamas,981,37,3,Imam Din Mohalla in Tamas,816.0,The singing group,Unknown,35.0,Group,Unknown,,,Imam Din Mohalla,Muslim,Speculation,CREATED,Imam Din Gali,India,Rawalpindi,Pakistan,817,879.0,32,33,The singing group Unknown,37.03,India,India,Imam Din Gali,Masjid Sherwanikot,False,False
274,Tamas,986,38,1,Imam Din Mohalla in Tamas,816.0,The singing group,Unknown,35.0,Group,Unknown,,,Imam Din Mohalla,Muslim,Speculation,CREATED,Imam Din Gali,India,Rawalpindi,Pakistan,817,879.0,32,33,The singing group Unknown,38.01,India,India,Imam Din Gali,Masjid Sherwanikot,False,False
275,Tamas,986,38,1,Imam Din Mohalla in Tamas,988.0,Man who returns from mosque,Man who goes to mosque,37.0,Single,Muslim,Other-identified.Narrator other-attributed,,Imam Din Mohalla,Muslim,Speculation,CREATED,Imam Din Gali,India,Rawalpindi,Pakistan,817,879.0,32,33,Man who returns from mosque Man who goes to mosque,38.01,India,India,Imam Din Gali,Imam Din Gali,False,False
276,Tamas,989,38,2,Imam Din Mohalla in Tamas,816.0,The singing group,Unknown,35.0,Group,Unknown,,,Imam Din Mohalla,Muslim,Speculation,CREATED,Imam Din Gali,India,Rawalpindi,Pakistan,817,879.0,32,33,The singing group Unknown,38.02,India,India,Imam Din Gali,Masjid Sherwanikot,False,False
277,Tamas,989,38,2,Imam Din Mohalla in Tamas,820.0,Congress Committee Member (part of singing group),Bakshi,35.0,Single,Hindu,Speculation,,Imam Din Mohalla,Muslim,Speculation,CREATED,Imam Din Gali,India,Rawalpindi,Pakistan,817,879.0,32,33,Congress Committee Member (part of singing group) Bakshi,38.02,India,India,Imam Din Gali,Masjid Sherwanikot,False,False
278,Tamas,990,38,3,Imam Din Mohalla in Tamas,816.0,The singing group,Unknown,35.0,Group,Unknown,,,Imam Din Mohalla,Muslim,Speculation,CREATED,Imam Din Gali,India,Rawalpindi,Pakistan,817,879.0,32,33,The singing group Unknown,38.03,India,India,Imam Din Gali,Masjid Sherwanikot,False,False
281,Tamas,992,39,2,Kelon ka Masjid in Tamas,816.0,The singing group,Unknown,35.0,Group,Unknown,,,Kelon ka Masjid,Muslim,Definitional,CREATED,Masjid Sherwanikot,India,Rawalpindi,Pakistan,837,870.0,32,33,The singing group Unknown,39.02,India,India,Imam Din Gali,Masjid Sherwanikot,False,False
283,Tamas,994,39,5,Kelon ka Masjid in Tamas,820.0,Congress Committee Member (part of singing group),Bakshi,35.0,Single,Hindu,Speculation,,Kelon ka Masjid,Muslim,Definitional,CREATED,Masjid Sherwanikot,India,Rawalpindi,Pakistan,837,870.0,32,33,Congress Committee Member (part of singing group) Bakshi,39.05,India,India,Imam Din Gali,Masjid Sherwanikot,False,False
